"place","sex","age","health","occupational_group","count"
"ARGYLL & BUTE","Male","65 to 74","Fairly Good Health","Full -time students",1
"ARGYLL & BUTE","Male","65 to 74","Not Good Health","Full -time students",2
"ARGYLL & BUTE","Female","16 to 24","Good Health","Full -time students",1045
"ARGYLL & BUTE","Female","16 to 24","Fairly Good Health","Full -time students",133
"ARGYLL & BUTE","Female","16 to 24","Not Good Health","Full -time students",21
"ARGYLL & BUTE","Female","25 to 34","Good Health","Full -time students",66
"ARGYLL & BUTE","Female","25 to 34","Fairly Good Health","Full -time students",27
"ARGYLL & BUTE","Female","25 to 34","Not Good Health","Full -time students",4
"ARGYLL & BUTE","Female","35 to 49","Good Health","Full -time students",77
"ARGYLL & BUTE","Female","35 to 49","Fairly Good Health","Full -time students",24
"ARGYLL & BUTE","Female","35 to 49","Not Good Health","Full -time students",1
"ARGYLL & BUTE","Female","50 to 54","Good Health","Full -time students",8
"ARGYLL & BUTE","Female","50 to 54","Fairly Good Health","Full -time students",1
"ARGYLL & BUTE","Female","50 to 54","Not Good Health","Full -time students",0
"ARGYLL & BUTE","Female","55 to 59","Good Health","Full -time students",5
"ARGYLL & BUTE","Female","55 to 59","Fairly Good Health","Full -time students",0
"ARGYLL & BUTE","Female","55 to 59","Not Good Health","Full -time students",0
"ARGYLL & BUTE","Female","60 to 64","Good Health","Full -time students",2
"ARGYLL & BUTE","Female","60 to 64","Fairly Good Health","Full -time students",0
"ARGYLL & BUTE","Female","60 to 64","Not Good Health","Full -time students",0
"ARGYLL & BUTE","Female","65 to 74","Good Health","Full -time students",0
"ARGYLL & BUTE","Female","65 to 74","Fairly Good Health","Full -time students",0
"ARGYLL & BUTE","Female","65 to 74","Not Good Health","Full -time students",1
"CLACKMANNANSHIRE","Male","16 to 24","Good Health","Full -time students",638
"CLACKMANNANSHIRE","Male","16 to 24","Fairly Good Health","Full -time students",65
"CLACKMANNANSHIRE","Male","16 to 24","Not Good Health","Full -time students",16
"CLACKMANNANSHIRE","Male","25 to 34","Good Health","Full -time students",42
"CLACKMANNANSHIRE","Male","25 to 34","Fairly Good Health","Full -time students",9
"CLACKMANNANSHIRE","Male","25 to 34","Not Good Health","Full -time students",4
"CLACKMANNANSHIRE","Male","35 to 49","Good Health","Full -time students",29
"CLACKMANNANSHIRE","Male","35 to 49","Fairly Good Health","Full -time students",8
"CLACKMANNANSHIRE","Male","35 to 49","Not Good Health","Full -time students",5
"CLACKMANNANSHIRE","Male","50 to 54","Good Health","Full -time students",4
"CLACKMANNANSHIRE","Male","50 to 54","Fairly Good Health","Full -time students",0
"CLACKMANNANSHIRE","Male","50 to 54","Not Good Health","Full -time students",1
"CLACKMANNANSHIRE","Male","55 to 59","Good Health","Full -time students",2
"CLACKMANNANSHIRE","Male","55 to 59","Fairly Good Health","Full -time students",1
"CLACKMANNANSHIRE","Male","55 to 59","Not Good Health","Full -time students",1
"CLACKMANNANSHIRE","Male","60 to 64","Good Health","Full -time students",0
"CLACKMANNANSHIRE","Male","60 to 64","Fairly Good Health","Full -time students",0
"CLACKMANNANSHIRE","Male","60 to 64","Not Good Health","Full -time students",0
"CLACKMANNANSHIRE","Male","65 to 74","Good Health","Full -time students",0
"CLACKMANNANSHIRE","Male","65 to 74","Fairly Good Health","Full -time students",0
"CLACKMANNANSHIRE","Male","65 to 74","Not Good Health","Full -time students",2
"CLACKMANNANSHIRE","Female","16 to 24","Good Health","Full -time students",649
"CLACKMANNANSHIRE","Female","16 to 24","Fairly Good Health","Full -time students",76
"CLACKMANNANSHIRE","Female","16 to 24","Not Good Health","Full -time students",17
"CLACKMANNANSHIRE","Female","25 to 34","Good Health","Full -time students",76
"CLACKMANNANSHIRE","Female","25 to 34","Fairly Good Health","Full -time students",24
"CLACKMANNANSHIRE","Female","25 to 34","Not Good Health","Full -time students",6
"CLACKMANNANSHIRE","Female","35 to 49","Good Health","Full -time students",71
"CLACKMANNANSHIRE","Female","35 to 49","Fairly Good Health","Full -time students",21
"CLACKMANNANSHIRE","Female","35 to 49","Not Good Health","Full -time students",2
"CLACKMANNANSHIRE","Female","50 to 54","Good Health","Full -time students",6
"CLACKMANNANSHIRE","Female","50 to 54","Fairly Good Health","Full -time students",1
"CLACKMANNANSHIRE","Female","50 to 54","Not Good Health","Full -time students",1
"CLACKMANNANSHIRE","Female","55 to 59","Good Health","Full -time students",2
"CLACKMANNANSHIRE","Female","55 to 59","Fairly Good Health","Full -time students",1
"CLACKMANNANSHIRE","Female","55 to 59","Not Good Health","Full -time students",1
"CLACKMANNANSHIRE","Female","60 to 64","Good Health","Full -time students",0
"CLACKMANNANSHIRE","Female","60 to 64","Fairly Good Health","Full -time students",0
"CLACKMANNANSHIRE","Female","60 to 64","Not Good Health","Full -time students",0
"CLACKMANNANSHIRE","Female","65 to 74","Good Health","Full -time students",1
"CLACKMANNANSHIRE","Female","65 to 74","Fairly Good Health","Full -time students",1
"CLACKMANNANSHIRE","Female","65 to 74","Not Good Health","Full -time students",0
"DUMFRIES & GALLOWAY","Male","16 to 24","Good Health","Full -time students",1479
"DUMFRIES & GALLOWAY","Male","16 to 24","Fairly Good Health","Full -time students",147
"DUMFRIES & GALLOWAY","Male","16 to 24","Not Good Health","Full -time students",22
"DUMFRIES & GALLOWAY","Male","25 to 34","Good Health","Full -time students",76
"DUMFRIES & GALLOWAY","Male","25 to 34","Fairly Good Health","Full -time students",21
"DUMFRIES & GALLOWAY","Male","25 to 34","Not Good Health","Full -time students",5
"DUMFRIES & GALLOWAY","Male","35 to 49","Good Health","Full -time students",66
"DUMFRIES & GALLOWAY","Male","35 to 49","Fairly Good Health","Full -time students",32
"DUMFRIES & GALLOWAY","Male","35 to 49","Not Good Health","Full -time students",15
"DUMFRIES & GALLOWAY","Male","50 to 54","Good Health","Full -time students",14
"DUMFRIES & GALLOWAY","Male","50 to 54","Fairly Good Health","Full -time students",9
"DUMFRIES & GALLOWAY","Male","50 to 54","Not Good Health","Full -time students",2
"DUMFRIES & GALLOWAY","Male","55 to 59","Good Health","Full -time students",7
"DUMFRIES & GALLOWAY","Male","55 to 59","Fairly Good Health","Full -time students",5
"DUMFRIES & GALLOWAY","Male","55 to 59","Not Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Male","60 to 64","Good Health","Full -time students",4
"DUMFRIES & GALLOWAY","Male","60 to 64","Fairly Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Male","60 to 64","Not Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Male","65 to 74","Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Male","65 to 74","Fairly Good Health","Full -time students",3
"DUMFRIES & GALLOWAY","Male","65 to 74","Not Good Health","Full -time students",0
"DUMFRIES & GALLOWAY","Female","16 to 24","Good Health","Full -time students",1646
"DUMFRIES & GALLOWAY","Female","16 to 24","Fairly Good Health","Full -time students",278
"DUMFRIES & GALLOWAY","Female","16 to 24","Not Good Health","Full -time students",29
"DUMFRIES & GALLOWAY","Female","25 to 34","Good Health","Full -time students",134
"DUMFRIES & GALLOWAY","Female","25 to 34","Fairly Good Health","Full -time students",56
"DUMFRIES & GALLOWAY","Female","25 to 34","Not Good Health","Full -time students",10
"DUMFRIES & GALLOWAY","Female","35 to 49","Good Health","Full -time students",190
"DUMFRIES & GALLOWAY","Female","35 to 49","Fairly Good Health","Full -time students",45
"DUMFRIES & GALLOWAY","Female","35 to 49","Not Good Health","Full -time students",14
"DUMFRIES & GALLOWAY","Female","50 to 54","Good Health","Full -time students",20
"DUMFRIES & GALLOWAY","Female","50 to 54","Fairly Good Health","Full -time students",6
"DUMFRIES & GALLOWAY","Female","50 to 54","Not Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Female","55 to 59","Good Health","Full -time students",6
"DUMFRIES & GALLOWAY","Female","55 to 59","Fairly Good Health","Full -time students",2
"DUMFRIES & GALLOWAY","Female","55 to 59","Not Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Female","60 to 64","Good Health","Full -time students",4
"DUMFRIES & GALLOWAY","Female","60 to 64","Fairly Good Health","Full -time students",2
"DUMFRIES & GALLOWAY","Female","60 to 64","Not Good Health","Full -time students",1
"DUMFRIES & GALLOWAY","Female","65 to 74","Good Health","Full -time students",5
"DUMFRIES & GALLOWAY","Female","65 to 74","Fairly Good Health","Full -time students",0
"DUMFRIES & GALLOWAY","Female","65 to 74","Not Good Health","Full -time students",0
"DUNDEE CITY","Male","16 to 24","Good Health","Full -time students",4718
"DUNDEE CITY","Male","16 to 24","Fairly Good Health","Full -time students",702
"DUNDEE CITY","Male","16 to 24","Not Good Health","Full -time students",92
"DUNDEE CITY","Male","25 to 34","Good Health","Full -time students",625
"DUNDEE CITY","Male","25 to 34","Fairly Good Health","Full -time students",113
"DUNDEE CITY","Male","25 to 34","Not Good Health","Full -time students",11
"DUNDEE CITY","Male","35 to 49","Good Health","Full -time students",213
"DUNDEE CITY","Male","35 to 49","Fairly Good Health","Full -time students",64
"DUNDEE CITY","Male","35 to 49","Not Good Health","Full -time students",13
"DUNDEE CITY","Male","50 to 54","Good Health","Full -time students",20
"DUNDEE CITY","Male","50 to 54","Fairly Good Health","Full -time students",10
"DUNDEE CITY","Male","50 to 54","Not Good Health","Full -time students",3
"DUNDEE CITY","Male","55 to 59","Good Health","Full -time students",14
"DUNDEE CITY","Male","55 to 59","Fairly Good Health","Full -time students",3
"DUNDEE CITY","Male","55 to 59","Not Good Health","Full -time students",3
"DUNDEE CITY","Male","60 to 64","Good Health","Full -time students",0
"DUNDEE CITY","Male","60 to 64","Fairly Good Health","Full -time students",1
"DUNDEE CITY","Male","60 to 64","Not Good Health","Full -time students",0
"DUNDEE CITY","Male","65 to 74","Good Health","Full -time students",4
"DUNDEE CITY","Male","65 to 74","Fairly Good Health","Full -time students",2
"DUNDEE CITY","Male","65 to 74","Not Good Health","Full -time students",0
"DUNDEE CITY","Female","16 to 24","Good Health","Full -time students",4828
"DUNDEE CITY","Female","16 to 24","Fairly Good Health","Full -time students",926
"DUNDEE CITY","Female","16 to 24","Not Good Health","Full -time students",129
"DUNDEE CITY","Female","25 to 34","Good Health","Full -time students",590
"DUNDEE CITY","Female","25 to 34","Fairly Good Health","Full -time students",161
"DUNDEE CITY","Female","25 to 34","Not Good Health","Full -time students",36
"DUNDEE CITY","Female","35 to 49","Good Health","Full -time students",258
"DUNDEE CITY","Female","35 to 49","Fairly Good Health","Full -time students",88
"DUNDEE CITY","Female","35 to 49","Not Good Health","Full -time students",27
"DUNDEE CITY","Female","50 to 54","Good Health","Full -time students",14
"DUNDEE CITY","Female","50 to 54","Fairly Good Health","Full -time students",5
"DUNDEE CITY","Female","50 to 54","Not Good Health","Full -time students",1
"DUNDEE CITY","Female","55 to 59","Good Health","Full -time students",12
"DUNDEE CITY","Female","55 to 59","Fairly Good Health","Full -time students",2
"DUNDEE CITY","Female","55 to 59","Not Good Health","Full -time students",1
"DUNDEE CITY","Female","60 to 64","Good Health","Full -time students",0
"DUNDEE CITY","Female","60 to 64","Fairly Good Health","Full -time students",0
"DUNDEE CITY","Female","60 to 64","Not Good Health","Full -time students",0
"DUNDEE CITY","Female","65 to 74","Good Health","Full -time students",2
"DUNDEE CITY","Female","65 to 74","Fairly Good Health","Full -time students",2
"DUNDEE CITY","Female","65 to 74","Not Good Health","Full -time students",1
"EAST AYRSHIRE","Male","16 to 24","Good Health","Full -time students",1582
"EAST AYRSHIRE","Male","16 to 24","Fairly Good Health","Full -time students",122
"EAST AYRSHIRE","Male","16 to 24","Not Good Health","Full -time students",20
"EAST AYRSHIRE","Male","25 to 34","Good Health","Full -time students",130
"EAST AYRSHIRE","Male","25 to 34","Fairly Good Health","Full -time students",27
"EAST AYRSHIRE","Male","25 to 34","Not Good Health","Full -time students",6
"EAST AYRSHIRE","Male","35 to 49","Good Health","Full -time students",60
"EAST AYRSHIRE","Male","35 to 49","Fairly Good Health","Full -time students",17
"EAST AYRSHIRE","Male","35 to 49","Not Good Health","Full -time students",7
"EAST AYRSHIRE","Male","50 to 54","Good Health","Full -time students",7
"EAST AYRSHIRE","Male","50 to 54","Fairly Good Health","Full -time students",4
"EAST AYRSHIRE","Male","50 to 54","Not Good Health","Full -time students",5
"EAST AYRSHIRE","Male","55 to 59","Good Health","Full -time students",5
"EAST AYRSHIRE","Male","55 to 59","Fairly Good Health","Full -time students",3
"EAST AYRSHIRE","Male","55 to 59","Not Good Health","Full -time students",2
"EAST AYRSHIRE","Male","60 to 64","Good Health","Full -time students",1
"EAST AYRSHIRE","Male","60 to 64","Fairly Good Health","Full -time students",1
"EAST AYRSHIRE","Male","60 to 64","Not Good Health","Full -time students",2
"EAST AYRSHIRE","Male","65 to 74","Good Health","Full -time students",2
"EAST AYRSHIRE","Male","65 to 74","Fairly Good Health","Full -time students",0
"EAST AYRSHIRE","Male","65 to 74","Not Good Health","Full -time students",1
"EAST AYRSHIRE","Female","16 to 24","Good Health","Full -time students",1919
"EAST AYRSHIRE","Female","16 to 24","Fairly Good Health","Full -time students",220
"EAST AYRSHIRE","Female","16 to 24","Not Good Health","Full -time students",31
"EAST AYRSHIRE","Female","25 to 34","Good Health","Full -time students",230
"EAST AYRSHIRE","Female","25 to 34","Fairly Good Health","Full -time students",56
"EAST AYRSHIRE","Female","25 to 34","Not Good Health","Full -time students",6
"EAST AYRSHIRE","Female","35 to 49","Good Health","Full -time students",179
"EAST AYRSHIRE","Female","35 to 49","Fairly Good Health","Full -time students",53
"EAST AYRSHIRE","Female","35 to 49","Not Good Health","Full -time students",14
"EAST AYRSHIRE","Female","50 to 54","Good Health","Full -time students",15
"EAST AYRSHIRE","Female","50 to 54","Fairly Good Health","Full -time students",5
"EAST AYRSHIRE","Female","50 to 54","Not Good Health","Full -time students",2
"EAST AYRSHIRE","Female","55 to 59","Good Health","Full -time students",9
"EAST AYRSHIRE","Female","55 to 59","Fairly Good Health","Full -time students",1
"EAST AYRSHIRE","Female","55 to 59","Not Good Health","Full -time students",3
"EAST AYRSHIRE","Female","60 to 64","Good Health","Full -time students",1
"EAST AYRSHIRE","Female","60 to 64","Fairly Good Health","Full -time students",0
"EAST AYRSHIRE","Female","60 to 64","Not Good Health","Full -time students",0
"EAST AYRSHIRE","Female","65 to 74","Good Health","Full -time students",1
"EAST AYRSHIRE","Female","65 to 74","Fairly Good Health","Full -time students",0
"EAST AYRSHIRE","Female","65 to 74","Not Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Male","16 to 24","Good Health","Full -time students",2547
"EAST DUNBARTONSHIRE","Male","16 to 24","Fairly Good Health","Full -time students",174
"EAST DUNBARTONSHIRE","Male","16 to 24","Not Good Health","Full -time students",27
"EAST DUNBARTONSHIRE","Male","25 to 34","Good Health","Full -time students",133
"EAST DUNBARTONSHIRE","Male","25 to 34","Fairly Good Health","Full -time students",22
"EAST DUNBARTONSHIRE","Male","25 to 34","Not Good Health","Full -time students",7
"EAST DUNBARTONSHIRE","Male","35 to 49","Good Health","Full -time students",56
"EAST DUNBARTONSHIRE","Male","35 to 49","Fairly Good Health","Full -time students",8
"EAST DUNBARTONSHIRE","Male","35 to 49","Not Good Health","Full -time students",6
"EAST DUNBARTONSHIRE","Male","50 to 54","Good Health","Full -time students",10
"EAST DUNBARTONSHIRE","Male","50 to 54","Fairly Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Male","50 to 54","Not Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Male","55 to 59","Good Health","Full -time students",5
"EAST DUNBARTONSHIRE","Male","55 to 59","Fairly Good Health","Full -time students",2
"EAST DUNBARTONSHIRE","Male","55 to 59","Not Good Health","Full -time students",2
"EAST DUNBARTONSHIRE","Male","60 to 64","Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Male","60 to 64","Fairly Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Male","60 to 64","Not Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Male","65 to 74","Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Male","65 to 74","Fairly Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Male","65 to 74","Not Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Female","16 to 24","Good Health","Full -time students",2595
"EAST DUNBARTONSHIRE","Female","16 to 24","Fairly Good Health","Full -time students",279
"EAST DUNBARTONSHIRE","Female","16 to 24","Not Good Health","Full -time students",39
"EAST DUNBARTONSHIRE","Female","25 to 34","Good Health","Full -time students",130
"EAST DUNBARTONSHIRE","Female","25 to 34","Fairly Good Health","Full -time students",35
"EAST DUNBARTONSHIRE","Female","25 to 34","Not Good Health","Full -time students",9
"EAST DUNBARTONSHIRE","Female","35 to 49","Good Health","Full -time students",134
"EAST DUNBARTONSHIRE","Female","35 to 49","Fairly Good Health","Full -time students",34
"EAST DUNBARTONSHIRE","Female","35 to 49","Not Good Health","Full -time students",10
"EAST DUNBARTONSHIRE","Female","50 to 54","Good Health","Full -time students",11
"EAST DUNBARTONSHIRE","Female","50 to 54","Fairly Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Female","50 to 54","Not Good Health","Full -time students",2
"EAST DUNBARTONSHIRE","Female","55 to 59","Good Health","Full -time students",3
"EAST DUNBARTONSHIRE","Female","55 to 59","Fairly Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Female","55 to 59","Not Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Female","60 to 64","Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Female","60 to 64","Fairly Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Female","60 to 64","Not Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Female","65 to 74","Good Health","Full -time students",1
"EAST DUNBARTONSHIRE","Female","65 to 74","Fairly Good Health","Full -time students",0
"EAST DUNBARTONSHIRE","Female","65 to 74","Not Good Health","Full -time students",0
"EAST LOTHIAN","Male","16 to 24","Good Health","Full -time students",1020
"EAST LOTHIAN","Male","16 to 24","Fairly Good Health","Full -time students",70
"EAST LOTHIAN","Male","16 to 24","Not Good Health","Full -time students",14
"EAST LOTHIAN","Male","25 to 34","Good Health","Full -time students",58
"EAST LOTHIAN","Male","25 to 34","Fairly Good Health","Full -time students",10
"EAST LOTHIAN","Male","25 to 34","Not Good Health","Full -time students",2
"EAST LOTHIAN","Male","35 to 49","Good Health","Full -time students",41
"EAST LOTHIAN","Male","35 to 49","Fairly Good Health","Full -time students",9
"EAST LOTHIAN","Male","35 to 49","Not Good Health","Full -time students",3
"EAST LOTHIAN","Male","50 to 54","Good Health","Full -time students",3
"EAST LOTHIAN","Male","50 to 54","Fairly Good Health","Full -time students",3
"EAST LOTHIAN","Male","50 to 54","Not Good Health","Full -time students",0
"EAST LOTHIAN","Male","55 to 59","Good Health","Full -time students",4
"EAST LOTHIAN","Male","55 to 59","Fairly Good Health","Full -time students",1
"EAST LOTHIAN","Male","55 to 59","Not Good Health","Full -time students",0
"EAST LOTHIAN","Male","60 to 64","Good Health","Full -time students",0
"EAST LOTHIAN","Male","60 to 64","Fairly Good Health","Full -time students",0
"EAST LOTHIAN","Male","60 to 64","Not Good Health","Full -time students",0
"EAST LOTHIAN","Male","65 to 74","Good Health","Full -time students",2
"EAST LOTHIAN","Male","65 to 74","Fairly Good Health","Full -time students",3
"EAST LOTHIAN","Male","65 to 74","Not Good Health","Full -time students",0
"EAST LOTHIAN","Female","16 to 24","Good Health","Full -time students",989
"EAST LOTHIAN","Female","16 to 24","Fairly Good Health","Full -time students",141
"EAST LOTHIAN","Female","16 to 24","Not Good Health","Full -time students",16
"EAST LOTHIAN","Female","25 to 34","Good Health","Full -time students",99
"EAST LOTHIAN","Female","25 to 34","Fairly Good Health","Full -time students",27
"EAST LOTHIAN","Female","25 to 34","Not Good Health","Full -time students",3
"EAST LOTHIAN","Female","35 to 49","Good Health","Full -time students",77
"EAST LOTHIAN","Female","35 to 49","Fairly Good Health","Full -time students",19
"EAST LOTHIAN","Female","35 to 49","Not Good Health","Full -time students",12
"EAST LOTHIAN","Female","50 to 54","Good Health","Full -time students",9
"EAST LOTHIAN","Female","50 to 54","Fairly Good Health","Full -time students",4
"EAST LOTHIAN","Female","50 to 54","Not Good Health","Full -time students",0
"EAST LOTHIAN","Female","55 to 59","Good Health","Full -time students",4
"EAST LOTHIAN","Female","55 to 59","Fairly Good Health","Full -time students",2
"EAST LOTHIAN","Female","55 to 59","Not Good Health","Full -time students",1
"EAST LOTHIAN","Female","60 to 64","Good Health","Full -time students",1
"EAST LOTHIAN","Female","60 to 64","Fairly Good Health","Full -time students",0
"EAST LOTHIAN","Female","60 to 64","Not Good Health","Full -time students",1
"EAST LOTHIAN","Female","65 to 74","Good Health","Full -time students",1
"EAST LOTHIAN","Female","65 to 74","Fairly Good Health","Full -time students",1
"EAST LOTHIAN","Female","65 to 74","Not Good Health","Full -time students",1
"EAST RENFREWSHIRE","Male","16 to 24","Good Health","Full -time students",2146
"EAST RENFREWSHIRE","Male","16 to 24","Fairly Good Health","Full -time students",137
"EAST RENFREWSHIRE","Male","16 to 24","Not Good Health","Full -time students",26
"EAST RENFREWSHIRE","Male","25 to 34","Good Health","Full -time students",89
"EAST RENFREWSHIRE","Male","25 to 34","Fairly Good Health","Full -time students",15
"EAST RENFREWSHIRE","Male","25 to 34","Not Good Health","Full -time students",1
"EAST RENFREWSHIRE","Male","35 to 49","Good Health","Full -time students",48
"EAST RENFREWSHIRE","Male","35 to 49","Fairly Good Health","Full -time students",14
"EAST RENFREWSHIRE","Male","35 to 49","Not Good Health","Full -time students",2
"EAST RENFREWSHIRE","Male","50 to 54","Good Health","Full -time students",3
"EAST RENFREWSHIRE","Male","50 to 54","Fairly Good Health","Full -time students",1
"EAST RENFREWSHIRE","Male","50 to 54","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Male","55 to 59","Good Health","Full -time students",8
"EAST RENFREWSHIRE","Male","55 to 59","Fairly Good Health","Full -time students",1
"EAST RENFREWSHIRE","Male","55 to 59","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Male","60 to 64","Good Health","Full -time students",2
"EAST RENFREWSHIRE","Male","60 to 64","Fairly Good Health","Full -time students",1
"EAST RENFREWSHIRE","Male","60 to 64","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Male","65 to 74","Good Health","Full -time students",0
"EAST RENFREWSHIRE","Male","65 to 74","Fairly Good Health","Full -time students",0
"EAST RENFREWSHIRE","Male","65 to 74","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","16 to 24","Good Health","Full -time students",2115
"EAST RENFREWSHIRE","Female","16 to 24","Fairly Good Health","Full -time students",214
"EAST RENFREWSHIRE","Female","16 to 24","Not Good Health","Full -time students",30
"EAST RENFREWSHIRE","Female","25 to 34","Good Health","Full -time students",119
"EAST RENFREWSHIRE","Female","25 to 34","Fairly Good Health","Full -time students",17
"EAST RENFREWSHIRE","Female","25 to 34","Not Good Health","Full -time students",5
"EAST RENFREWSHIRE","Female","35 to 49","Good Health","Full -time students",113
"EAST RENFREWSHIRE","Female","35 to 49","Fairly Good Health","Full -time students",29
"EAST RENFREWSHIRE","Female","35 to 49","Not Good Health","Full -time students",6
"EAST RENFREWSHIRE","Female","50 to 54","Good Health","Full -time students",3
"EAST RENFREWSHIRE","Female","50 to 54","Fairly Good Health","Full -time students",4
"EAST RENFREWSHIRE","Female","50 to 54","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","55 to 59","Good Health","Full -time students",4
"EAST RENFREWSHIRE","Female","55 to 59","Fairly Good Health","Full -time students",2
"EAST RENFREWSHIRE","Female","55 to 59","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","60 to 64","Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","60 to 64","Fairly Good Health","Full -time students",2
"EAST RENFREWSHIRE","Female","60 to 64","Not Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","65 to 74","Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","65 to 74","Fairly Good Health","Full -time students",0
"EAST RENFREWSHIRE","Female","65 to 74","Not Good Health","Full -time students",2
"EDINBURGH, CITY OF","Male","16 to 24","Good Health","Full -time students",14193
"EDINBURGH, CITY OF","Male","16 to 24","Fairly Good Health","Full -time students",1998
"EDINBURGH, CITY OF","Male","16 to 24","Not Good Health","Full -time students",254
"EDINBURGH, CITY OF","Male","25 to 34","Good Health","Full -time students",2092
"EDINBURGH, CITY OF","Male","25 to 34","Fairly Good Health","Full -time students",411
"EDINBURGH, CITY OF","Male","25 to 34","Not Good Health","Full -time students",87
"EDINBURGH, CITY OF","Male","35 to 49","Good Health","Full -time students",505
"EDINBURGH, CITY OF","Male","35 to 49","Fairly Good Health","Full -time students",124
"EDINBURGH, CITY OF","Male","35 to 49","Not Good Health","Full -time students",58
"EDINBURGH, CITY OF","Male","50 to 54","Good Health","Full -time students",40
"EDINBURGH, CITY OF","Male","50 to 54","Fairly Good Health","Full -time students",11
"EDINBURGH, CITY OF","Male","50 to 54","Not Good Health","Full -time students",3
"EDINBURGH, CITY OF","Male","55 to 59","Good Health","Full -time students",20
"EDINBURGH, CITY OF","Male","55 to 59","Fairly Good Health","Full -time students",6
"EDINBURGH, CITY OF","Male","55 to 59","Not Good Health","Full -time students",6
"EDINBURGH, CITY OF","Male","60 to 64","Good Health","Full -time students",10
"EDINBURGH, CITY OF","Male","60 to 64","Fairly Good Health","Full -time students",6
"EDINBURGH, CITY OF","Male","60 to 64","Not Good Health","Full -time students",4
"EDINBURGH, CITY OF","Male","65 to 74","Good Health","Full -time students",8
"EDINBURGH, CITY OF","Male","65 to 74","Fairly Good Health","Full -time students",2
"EDINBURGH, CITY OF","Male","65 to 74","Not Good Health","Full -time students",3
"EDINBURGH, CITY OF","Female","16 to 24","Good Health","Full -time students",15040
"EDINBURGH, CITY OF","Female","16 to 24","Fairly Good Health","Full -time students",2588
"EDINBURGH, CITY OF","Female","16 to 24","Not Good Health","Full -time students",327
"EDINBURGH, CITY OF","Female","25 to 34","Good Health","Full -time students",1970
"EDINBURGH, CITY OF","Female","25 to 34","Fairly Good Health","Full -time students",422
"EDINBURGH, CITY OF","Female","25 to 34","Not Good Health","Full -time students",82
"EDINBURGH, CITY OF","Female","35 to 49","Good Health","Full -time students",602
"EDINBURGH, CITY OF","Female","35 to 49","Fairly Good Health","Full -time students",179
"EDINBURGH, CITY OF","Female","35 to 49","Not Good Health","Full -time students",46
"EDINBURGH, CITY OF","Female","50 to 54","Good Health","Full -time students",62
"EDINBURGH, CITY OF","Female","50 to 54","Fairly Good Health","Full -time students",15
"EDINBURGH, CITY OF","Female","50 to 54","Not Good Health","Full -time students",6
"EDINBURGH, CITY OF","Female","55 to 59","Good Health","Full -time students",32
"EDINBURGH, CITY OF","Female","55 to 59","Fairly Good Health","Full -time students",7
"EDINBURGH, CITY OF","Female","55 to 59","Not Good Health","Full -time students",1
"EDINBURGH, CITY OF","Female","60 to 64","Good Health","Full -time students",7
"EDINBURGH, CITY OF","Female","60 to 64","Fairly Good Health","Full -time students",7
"EDINBURGH, CITY OF","Female","60 to 64","Not Good Health","Full -time students",1
"EDINBURGH, CITY OF","Female","65 to 74","Good Health","Full -time students",10
"EDINBURGH, CITY OF","Female","65 to 74","Fairly Good Health","Full -time students",3
"EDINBURGH, CITY OF","Female","65 to 74","Not Good Health","Full -time students",1
"EILEAN SIAR","Male","16 to 24","Good Health","Full -time students",327
"EILEAN SIAR","Male","16 to 24","Fairly Good Health","Full -time students",21
"EILEAN SIAR","Male","16 to 24","Not Good Health","Full -time students",5
"EILEAN SIAR","Male","25 to 34","Good Health","Full -time students",13
"EILEAN SIAR","Male","25 to 34","Fairly Good Health","Full -time students",5
"EILEAN SIAR","Male","25 to 34","Not Good Health","Full -time students",2
